LetterCount, Pattern, Word1, Word2, Word3, Word4, Word5, Word6, Word7, Word8, Word9
15 Letters,"7,8",heavily pregnant,Helmand province,Hendrik Verwoerd,Herbert Morrison,holding patterns,holiday brochure,holiday cottages,holiday lettings,Homeric laughter
15 Letters,"7,8",Homeric question,hostess trolleys,hostile reaction,hostile takeover,housing shortage,huddled together,humanly possible,humming toadfish,initial capitals
15 Letters,"7,8",initial reaction,insight learning,instant messages,interim accounts,interim dividend,interim measures,invalid carriage,invited audience,Italian American
15 Letters,"7,8",Italian Concerto,Italian dressing,Italian speakers,Italian speaking,Italian stallion,Italian symphony,Italian vermouth,Jacques Cousteau,Jacques Lipchitz
15 Letters,"7,8",javelin throwers,jeepers creepers,Jessica Chastain,Jessica Fletcher,Jessica Fostekew,jobbing gardener,jobbing labourer,Jupiter Symphony,
15 Letters,"7,8",Justine Greening,karaoke machines,Kenneth Williams,keynote speakers,keynote speeches,kitchen gardener,kitchen surfaces,kitchen utensils,knights bachelor
15 Letters,"7,8",knobbed hornbill,knocked sideways,knocked together,knuckle sandwich,lacking gumption,lacking humility,lacking interest,Lantern festival,Lapsang souchong
15 Letters,"7,8",lateral thinkers,lateral thinking,,,,,,,
15 Letters,"7,8",leading articles,leading question,leather handbags,leather trousers,lefteye flounder,leisure activity,leisure pursuits,Leonard Rossiter,leopard tortoise
15 Letters,"7,8",letters rogatory,Liberal democrat,lightly seasoned,limited editions,limited monarchy,Lincoln memorial,Lindsay Anderson,Linford Christie,logical argument
15 Letters,"7,8",logical sequence,logical thinking,longfin catshark,Lorenzo Ghiberti,lottery winnings,machine finished,machine language,machine learning,machine operator
15 Letters,"7,8",machine readable,machine washable,magical thinking,malaria parasite,malaria sufferer,Malcolm Bradbury,Malcolm McDowell,managed currency,manhood suffrage
15 Letters,"7,8",marbled crayfish,marbled lungfish,marbled murrelet,marital fidelity,Marlene Dietrich,marmite sandwich,married quarters,Martha's Vineyard,Marxist Leninism
15 Letters,"7,8",Marxist Leninist,massage parlours,massive upheaval,Maureen Connolly,maximum capacity,maximum security,maximum strength,measure strength,medical practice
15 Letters,"7,8",medical research,medical students,medical supplies,Melanie Griffith,melodic hardcore,melting glaciers,Memoria Technica,message received,Mexican American
15 Letters,"7,8",Mexican hairless,,,,,,,,
15 Letters,"7,8",Mexican standoff,Michael Crawford,Michael Crichton,Michael McIntyre,Michael Moorcock,Michael Morpurgo,Michael Ondaatje,Michael Portillo,Michael Redgrave
15 Letters,"7,8",Michele Pfeiffer,Millard Fillmore,Millers Crossing,mineral deposits,missile launcher,mission critical,modular assembly,molotov cocktail,montane nightjar
15 Letters,"7,8",monthly payments,morally bankrupt,morello cherries,morning sickness,mothers superior,mottled fusilier,muddled thinking,musical comedies,musical director
15 Letters,"7,8",musical notation,musique concrete,mustard coloured,mutatis mutandis,mystery religion,mystery shoppers,mystery shopping,,
15 Letters,"7,8",nagging headache,Nanking massacre,Natasha Hamilton,natural aptitude,natural daylight,natural disaster,natural immunity,natural instinct,natural language
15 Letters,"7,8",natural religion,natural resource,natural sciences,natural theology,naughty nineties,nervous disorder,nesting material,Newgate calendar,nobodys business
15 Letters,"7,8",Norfolk terriers,notable omission,nothing concrete,nothing personal,nothing untoward,nothing ventured,nothing whatever,nuclear accident,nuclear engineer
15 Letters,"7,8",nuclear families,nuclear reaction,nuclear reactors,nuclear warheads,obscene gestures,obscene language,Oceanic whitetip,Officer Crabtree,officer material
15 Letters,"7,8",Olivier Messiaen,Olympic athletes,Olympic champion,opening ceremony,opening skirmish,opinion pollster,optical illusion,orbital velocity,orderly officers
15 Letters,"7,8",organic compound,organic gardener,osmotic pressure,ostrich feathers,outdoor clothing,outdoor pursuits,package holidays,package tourists,painted parakeet
15 Letters,"7,8",painted redstart,painter stainers,parasol mushroom,parking offences,parquet flooring,partial dentures,partial fraction,partial pressure,Pascal's triangle
15 Letters,"7,8",passive drinking,passive immunity,patched together,patches together,Patrick Campbell,Patrick Kavanagh,Patrick McGoohan,pattern matching,
15 Letters,"7,8",peeling potatoes,pelican crossing,penalty shootout,People's Republic,perfect interval,perfect likeness,perfect nonsense,perfect stranger,perform miracles
15 Letters,"7,8",Piangea Cantando,pickled beetroot,pickled cucumber,pickled gherkins,picture postcard,picture restorer,piecing together,pierced eyebrows,pinkish forester
15 Letters,"7,8",Planck's Constant,plastic wrappers,plastic wrapping,platoon sergeant,playing politics,playing soldiers,pleaded innocent,pointed question,polling stations
15 Letters,"7,8",popular pastimes,popular uprising,poultry breeders,poultry breeding,poverty stricken,prairie chickens,prairie schooner,precast concrete,premier division
15 Letters,"7,8",prepaid envelope,Present Laughter,prickly customer,printed circuits,private audience,Private Benjamin,private citizens,private function,private hospital
15 Letters,"7,8",private nuisance,private patients,private practice,private property,probing question,problem children,problem drinkers,problem drinking,problem families
15 Letters,"7,8",profane language,propose marriage,protest marchers,provost sergeant,,,,,
15 Letters,"7,8",Proxima Centauri,proxime accessit,pulling together,pursuit vehicles,quantum computer,quarter finalist,quarter pounders,quarter sessions,Rachael Stirling
15 Letters,"7,8",railway carriage,railway crossing,railway junction,railway sleepers,railway stations,railway terminal,rainbow dressing,rainbow lorikeet,ranking officers
15 Letters,"7,8",Raymond Chandler,Raynaud syndrome,Reading Festival,Rebecca Ferguson,regular brushing,regular customer,regular exercise,regular listener,regular practice
15 Letters,"7,8",regular soldiers,regular visitors,reserve currency,reserve judgment,reverse engineer,reverse takeover,Rhubarb Triangle,rhyming couplets,Richard Armitage
15 Letters,"7,8",Richard Dimbleby,,,,,,,,
15 Letters,"7,8",Richard Dreyfuss,Richard Dunwoody,Richard Flanagan,Richard Lovelace,Richard Sheridan,riotous assembly,Ritorna Vincitor,Roaring Twenties,roasted parsnips
15 Letters,"7,8",Rockets Redglare,rollmop herrings,romance language,roofing supplies,rooting compound,roughly speaking,ruffled feathers,ruffled feelings,running ornament
15 Letters,"7,8",Russian dressing,Russian oligarch,Russian orthodox,Russian Republic,Russian roulette,Russian speakers,Russian speaking,Sabbath breakers,Sabbath breaking
15 Letters,"7,8",saffron toucanet,sailors hornpipe,sausage sandwich,sauteed potatoes,scalene triangle,scarlet myzomela,scatter cushions,science teachers,scraped together
15 Letters,"7,8",scrapes together,scratch together,seaside postcard,sensory overload,sensual pleasure,serious business,serious drinking,service entrance,
15 Letters,"7,8",service included,service industry,service provider,service stations,session musician,shallow bottomed,sherbet fountain,Shirley Maclaine,Shirley Williams
15 Letters,"7,8",shotgun marriage,shotgun weddings,,,,,,,
15 Letters,"7,8",Siobhan Finneran,silvery marmoset,singing telegram,skilled labourer,slender catshark,slender fusilier,slender majority,slender mongoose,slender ringtail
15 Letters,"7,8",sloping ceilings,slotted together,smiling assassin,snooker champion,snuggle together,Solomon Islander,Spanish American,Spanish bluebell,Spanish chestnut
15 Letters,"7,8",Spanish galleons,Spanish omelette,Spanish speakers,Spanish speaking,special citation,special delivery,special interest,special occasion,special pleading
15 Letters,"7,8",Spencer Perceval,spoiled children,spotted galaxias,spotted greenbul,spotted lungfish,spotted pipefish,spotted puffbird,,
15 Letters,"7,8",spotted redshank,Stanley Holloway,Stanley Matthews,stealth fighters,steamed puddings,Stephen Merchant,Stephen Sondheim,Stewart Copeland,stomach churning
15 Letters,"7,8",stomach disorder,stomach problems,stomach stapling,stopgap measures,stopped fighting,storage capacity,storage cupboard,strings attached,student discount
15 Letters,"7,8",student protests,stuffed mushroom,summary judgment,sunrise industry,support stocking,surface dressing,surfers paradise,suspend judgment,Sutton's Foremost
15 Letters,"7,8",Swedish landrace,synchro swimming,systems analysis,systems analysts,systems engineer,systems planning,Tabitha Twitchit,teacher training,tensile strength
15 Letters,"7,8",tension headache,tequila slammers,Terence Rattigan,textual analysis,,,,,
15 Letters,"7,8",thermal clothing,thermal printers,through composed,thunnus alalunga,titanic struggle,toasted teacakes,Tommaso Albinoni,toothed seadevil,toothed topshell
15 Letters,"7,8",Toronto Blessing,tourist brochure,tourist industry,tracker mortgage,trading partners,traffic offences,Trinity brethren,trumpet concerto,Turkish slippers
15 Letters,"7,8",typhoid bacillus,unknown quantity,unknown unknowns,unlucky thirteen,untaxed interest,upright citizens,vaguely familiar,Vanessa Redgrave,Vanessa Williams
15 Letters,"7,8",Vatican roulette,Vaughan Williams,vending machines,Vietnam veterans,viewing platform,violent disorder,,,
15 Letters,"7,8",visible presence,visible spectrum,walking disaster,walking distance,warrant officers,warring factions,wattled curassow,wattled starling,weapons training
15 Letters,"7,8",weather balloons,weather forecast,weather notation,weather proofing,weather stations,weather warnings,website designer,wedding ceremony,wedding presents
15 Letters,"7,8",weekend cottages,weekend warriors,welcome addition,welcome reminder,welfare benefits,Western European,whoopee cushions,Wilkins Micawber,William Bradford
15 Letters,"7,8",William Brewster,William Congreve,,,,,,,
15 Letters,"7,8",William Faulkner,William Hartnell,William Herschel,William McKinley,William Mulready,William Swainson,wishful thinking,without ceremony,without parallel
15 Letters,"7,8",without preamble,without question,without stopping,Workers Playtime,working majority,working overtime,working practice,Worrall Thompson,wounded soldiers
15 Letters,"7,8",writing material,written estimate,wrought ironwork,Yangtse Incident,younger brothers,Zollner illusion,,,
15 Letters,"8,1,2,4",Marriage a la Mode,,,,,,,,
15 Letters,"8,1,6",Category A prison,Category B prison,Category C prison,Category D prison,compound a felony,describe a circle,harbours a grudge,proposed a motion,proposes a motion
15 Letters,"8,1,6",Reginald D Hunter,requests a refund,scraping a living,strained a muscle,throwing a wobbly,unearths a secret,,,
15 Letters,"8,2,1,4",gathered to a head,grinding to a halt,innocent as a lamb,Portrait of a Lady,shudders to a halt,stubborn as a mule,Swinging On A Star,,
15 Letters,"8,2,2,3",slippery as an eel,marching as to war,,,,,,,
15 Letters,"8,2,3,2",shoulder to cry on,,,,,,,,
15 Letters,"8,2,5",accident of birth,addicted to booze,addicted to drink,addicted to drugs,advanced in years,affaires de coeur,American in Paris,articles of faith,articles of virtu
15 Letters,"8,2,5",bachelor of music,badgered to death,betrayal of trust,breaking of bread,business as usual,Chalfont St Giles,Chalfont St Peter,cherchez la femme,colonels in chief
15 Letters,"8,2,5",compound an error,contempt of court,coughing up blood,covenant of grace,creature of habit,criminal at large,embarras de choix,embarras du choix,exchange of blows
15 Letters,"8,2,5",exchange of ideas,exchange of views,exchange of words,exercise of power,Festival of Fools,fortiter et recte,fountain of youth,gnashing of teeth,Goodbye My Lover
15 Letters,"8,2,5",goodness of heart,hardness of heart,judgment of Paris,kindness of heart,lashings of gravy,laughter in court,Leonardo da Vinci,Margaret of Anjou,marriage of minds
15 Letters,"8,2,5",Menschen im Hotel,merchant of death,Midnight in Paris,,,,,,
15 Letters,"8,2,5",minister of grace,minister of state,Ministry of Peace,Ministry of Truth,Mohammed Al Fayed,Monsieur de Paris,mountain to climb,multiple of eight,multiple of seven
15 Letters,"8,2,5",multiple of three,multiply by eight,multiply by seven,multiply by three,partners in crime,position of trust,Princess of Wales,proceeds of crime,Property is theft
15 Letters,"8,2,5",pureness of heart,pyramids of Egypt,Question of Sport,Republic of Chile,Republic of China,Republic of Ghana,Republic of Nauru,reversal of roles,rotation of crops
15 Letters,"8,2,5",sardines on toast,schedule of works,sentence of death,sentence to death,Serenade to Music,Shipston on Stour,shortage of staff,somebody or other,spoonful of sugar
15 Letters,"8,2,5",squeezed to death,starving to death,strength in depth,stricken in years,Summoned by Bells,surprise in store,Tristran da Cunha,writhing in agony,
15 Letters,"8,3,4",blocking the view,Brighton and Hove,carriage and pair,chucking out time,consider the lily,counting the cost,counting the days,covering his feet,crossing the line
15 Letters,"8,3,4",crossing the road,decipher the code,discount for cash,electric sun roof,exchange and mart,exercise the mind,foraging for food,foraging for wood,Hereward the Wake
15 Letters,"8,3,4",insulate the loft,,,,,,,,
15 Letters,"8,3,4",knocking off time,laughing out loud,lemonade and lime,lightens the load,marginal tax rate,Melampus and Bias,military two step,Mitchell and Webb,national bus pass
15 Letters,"8,3,4",orbiting the Moon,overflow car park,overshot the mark,overstep the mark,partners for life,pleasure and pain,pounding the beat,regained the lead,reported for duty
15 Letters,"8,3,4",sausages and mash,Scouting for Boys,scuttled the ship,Shooting the Past,slackens the pace,slightly too much,softened the blow,stalling for time,Standard and Poor
15 Letters,"8,3,4",standing off dose,stealing the show,strapped for cash,sugaring the pill,swallows the bait,sweetens the pill,swinging the lead,tensions run high,thinking out loud
15 Letters,"8,3,4",Thorkell the Tall,whatever you like,whatever you want,whatever you wish,whenever you like,withdraw the whip,withdrew the whip,,
15 Letters,"8,4,3",complete wash out,eighteen yard box,interest rate cut,Lavender Hill Mob,mellowed with age,shortfin worm eel,vertical take off,wrinkled with age,
15 Letters,"8,5,2",throwing light on,,,,,,,,
15 Letters,"8,7",Aberdeen airport,Aberdeen terrier,abortive attempt,abridged version,absolute alcohol,absolute rubbish,abstract painter,abstract thought,academic bulimia
15 Letters,"8,7",accounts payable,acoustic guitars,Addison's disease,Adelaide Clemens,adhesive binding,adhesive denture,adhesive plaster,adoptive parents,advanced warning
15 Letters,"8,7",advisory council,agrarian economy,aircraft carrier,aircraft engines,Airedale terrier,Alastair Stewart,Aleister Crowley,Aleutian Islands,Alistair Darling
15 Letters,"8,7",Alistair Maclean,American buffalo,American bulldog,American citizen,American embassy,American English,,,
15 Letters,"8,7",American Express,American Indians,American tourist,amicable numbers,anabolic steroid,ancestor worship,Andersen shelter,Anglican bishops,animated cartoon
15 Letters,"8,7",anorexia nervosa,Antifona Mariana,aplastic anaemia,approval ratings,Arcadian crested,armature winding,armoured vehicle,arrectis auribus,artistic licence
15 Letters,"8,7",asbestos blanket,asbestos curtain,asbestos lagging,aspiring actress,assisted suicide,athletic support,attitude problem,attorney general,autumnal equinox
15 Letters,"8,7",aversion therapy,backward looking,bakewell pudding,Balearic Islands,ballroom dancers,ballroom dancing,balsamic vinegar,Barbican Centre,baseball fanatic
15 Letters,"8,7",baseball players,,,,,,,,
15 Letters,"8,7",bathroom cabinet,Benedict Spinoza,Benjamin Britten,Benjamin Whishaw,Bertrand Russell,Bessemer process,Beverley Minster,Biblical scholar,bigmouth buffalo
15 Letters,"8,7",billiard players,binomial theorem,Birthday honours,birthday present,birthing partner,blackish antbird,bleeding obvious,Blenheim spaniel,blooming obvious
15 Letters,"8,7",blotched emerald,blotched foxface,blustery showers,boarding kennels,Bodleian Library,bodyline bowlers,bodyline bowling,Bomehian waxwing,Bordeaux mixture
15 Letters,"8,7",boundary changes,boundary dispute,breaking records,breaking through,breeding grounds,bringing forward,Broadway musical,Browning version,brownish elaenia
15 Letters,"8,7",Brussels sprouts,buffered aspirin,building control,building project,building society,bullyboy tactics,burgundy mixture,Burgundy trefoil,bursting bubbles
15 Letters,"8,7",business address,business contact,Business English,,,,,,
15 Letters,"8,7",business partner,business studies,business venture,buttered brazils,caffeine addicts,campaign manager,campaign promise,Canadian Pacific,captain's innings
15 Letters,"8,7",Cardinal Manning,cardinal numbers,cardinal virtues,careless drivers,careless driving,careless mistake,Careless Whisper,Carlsbad Caverns,casement windows
15 Letters,"8,7",cashless society,cashmere sweater,cataract surgery,cellular blanket,cerulean warbler,charcoal biscuit,charcoal drawing,checkout counter,chemical bonding
15 Letters,"8,7",chemical element,chemical factory,chemical formula,chemical symbols,chemical toilets,chemical warfare,chemical weapons,Childish Gambino,chinless wonders
15 Letters,"8,7",Chipping Campden,Chipping Sodbury,chipping sparrow,Chiwetel Ejiofor,,,,,
15 Letters,"8,7",cingulum veneris,cinnamon bittern,cinnamon neopipo,cinnamon tanager,circular letters,civilian clothes,clarinet quintet,Clarissa Harlowe,clashing colours
15 Letters,"8,7",clashing cymbals,clerical officer,Clermont Ferrand,climbing gourami,cochlear implant,cocktail cabinet,cocktail lounges,cocktail sausage,collagen implant
15 Letters,"8,7",collared peccary,colonial animals,Colorado Springs,coloured pencils,complete success,complete washout,computer crashes,computer hackers,computer hacking
15 Letters,"8,7",computer monitor,computer network,computer program,computer science,computer viruses,Concorde fallacy,concrete jungles,conflict diamond,confused looking
15 Letters,"8,7",Consider Phlebas,consumer durable,consumer society,contract killers,contract killing,corduroy jackets,coronary disease,coroners inquest,coroners verdict
15 Letters,"8,7",cosmetic changes,cosmetic surgeon,cosmetic surgery,courting couples,Coventry Patmore,covering letters,creation science,creative licence,creative writers
15 Letters,"8,7",creative writing,creature comfort,creature feature,credible witness,creeping charlie,criminal assault,,,
15 Letters,"8,7",criminal charges,criminal offence,crimping machine,critical acclaim,croaking gourami,crofter's cottage,crossing sweeper,crushing victory,culinary delight
15 Letters,"8,7",cultural attache,customer focused,customer service,dandruff shampoo,Dartford warbler,Dashiell Hammett,daylight robbery,dazzling display,deathbed visions
15 Letters,"8,7",debating society,Debrett's Peerage,deferred payment,definite article,delaying tactics,delicate balance,delirium tremens,delivery charges,delivery drivers
15 Letters,"8,7",dementia praecox,depleted uranium,deserted village,designer clothes,designer stubble,detailed account,devilled kidneys,dialysis machine,Diodorus Siculus
15 Letters,"8,7",director general,disabled drivers,Disabled Parking,,,,,,
15 Letters,"8,7",disabled sticker,discount voucher,disgrace oneself,disguise oneself,distance oneself,distance runners,distance running,distress signals,distress warrant
15 Letters,"8,7",district auditor,district council,district heating,district manager,district visitor,diverted traffic,Domesday machine,domestic animals,domestic dispute
15 Letters,"8,7",domestic economy,domestic goddess,domestic matters,domestic partner,Domestic science,domestic servant,domestic service,Domhnall Gleeson,dramatic gesture
15 Letters,"8,7",dressing station,,,,,,,,
15 Letters,"8,7",drinking partner,drinking problem,drinking session,drinking vessels,drystone walling,duelling pistols,Ebenezer Elliott,Ebenezer Scrooge,economic climate
15 Letters,"8,7",economic malaise,economic migrant,economic miracle,economic warfare,educated guesses,Egyptian vulture,eighteen hundred,election address,election victory
15 Letters,"8,7",electric blanket,electric circuit,electric current,electric guitars,electric kettles,electric scooter,electric shavers,electric sunroof,electric toaster
15 Letters,"8,7",electric vehicle,electric windows,elevated railway,emerging markets,Emirates stadium,Emmanuel college,emperick qutique,enforced jollity,enlisted soldier
15 Letters,"8,7",enriched uranium,ensconce oneself,envelope stuffer,esoteric meaning,espresso martini,Everyman theatre,exchange bishops,exchange glances,exchange knights
15 Letters,"8,7",exchange letters,exchange student,exercise bicycle,exercise caution,exercise control,exercise machine,exercise regimen,expected outcome,expected utility
15 Letters,"8,7",Ezequiel Lavezzi,Falkland Islands,farewell address,farmyard animals,farthest outpost,Federico Fellini,Felicity Huffman,feminine caesura,feminine endings
15 Letters,"8,7",fighting chances,fighting machine,finished article,finished version,firework display,Flamenco dancers,Flamenco dancing,Flanders poppies,flathead catfish
15 Letters,"8,7",fleeting glimpse,floating capital,floating pontoon,floating shelves,Flushing Meadows,flushing toilets,followed through,football academy,football coaches
15 Letters,"8,7",football fanatic,football grounds,football manager,football matches,football pitches,,,,
15 Letters,"8,7",football players,football rattles,football results,football scarves,football stadium,forensic science,founding fathers,founding members,Francois Mauriac
15 Letters,"8,7",franking machine,Frederic Raphael,freezing mixture,freezing weather,frequent visitor,Friendly Islands,friendly looking,friendly matches,friendly numbers
15 Letters,"8,7",friendly society,gamblers' fallacy,Gangotri Glacier,gazetted officer,Geoffrey Boycott,Geoffrey Chaucer,Georgian windows,Giovanni Bellini,Giovanni Cassini
15 Letters,"8,7",Giovanni Tiepolo,glaucous tanager,globular cluster,Glorious Twelfth,goodwill gesture,goodwill mission,Gottlieb Daimler,Governor General,graduate student
15 Letters,"8,7",graffiti artists,granular poromya,graphics tablets,Greenery yallery,greenish elaenia,greenish puffleg,greenish warbler,grinding poverty,Grinling Gibbons
15 Letters,"8,7",gritting lorries,grizzled skipper,grudging consent,grudging respect,gruesome twosome,Guardian readers,guerilla tactics,Habsburg dynasty,handling charges
15 Letters,"8,7",harassed looking,hardback edition,hardened drinker,hardhead catfish,Hawaiian Islands,headless chicken,Heathrow Airport,Heinrich Himmler,Hermione Gingold
15 Letters,"8,7",Hermione Granger,Hertford College,Highland costume,highland gorilla,Highland terrier,Himachal Pradesh,historic present,Hodgkin's disease,homeless shelter
15 Letters,"8,7",Homerton College,honorary degrees,honorary members,hookworm disease,Hopalong Cassidy,hothouse flowers,Humboldt Current,Humboldt penguin,humpback bridges
15 Letters,"8,7",humpback dolphin,humpback grouper,humpback mahseer,hydrogen cyanide,icterine warbler,impaired hearing,Imperial college,Imperial Majesty,imperial measure
15 Letters,"8,7",implicit consent,indecent assault,indirect damages,indirect objects,inferior planets,infernal machine,infinite regress,informed consent,informed opinion
15 Letters,"8,7",innocent victims,insanely jealous,installs windows,interest bearing,internal affairs,internal auditor,internal revenue,internet address,internet banking
15 Letters,"8,7",internet cookies,intimate apparel,invasive species,inviting trouble,Isabelle Huppert,isolated showers,Jacobite risings,Japanese anemone,Japanese bobtail
15 Letters,"8,7",Japanese lantern,Japanese leather,Japanese macaque,Japanese spaniel,Japanese tourist,Jehovah's Witness,Jennifer Aniston,Jeremiah Johnson,Johannes Vermeer
15 Letters,"8,7",Jonathan Edwards,judicial enquiry,judicial inquiry,Juliette Binoche,,,,,
15 Letters,"8,7",kamikaze bombers,kangaroo hopping,kangaroo justice,Karoline Leavitt,Kathleen Ferrier,Kawasaki disease,keyboard players,kilogram calorie,kippered herring
15 Letters,"8,7",Kirkburn Warrior,Kitagawa Utamaro,knitting machine,knitting needles,knitting pattern,Labrador Current,labrador puppies,lachryma Christi,Lakeland terrier
15 Letters,"8,7",language barrier,laughing jackass,Laurence Olivier,Lawrence Durrell,learning support,leathery grunter,Leighton Buzzard,lifelong friends,lionhead cichlid
15 Letters,"8,7",lipsbury pinfold,,,,,,,,
15 Letters,"8,7",lipstick lesbian,Listener setters,literary circles,literary critics,literary studies,Lombardy poplars,longhaul flights,longhorn cowfish,Lorraine Pascale
15 Letters,"8,7",Ludovico Ariosto,lukewarm support,Lulworth skipper,luncheon voucher,macaroni penguin,magazine article,Magdalen College,Magellan Straits,magnetic compass
15 Letters,"8,7",magnolia warbler,mainline station,majority verdict,Mandarin Chinese,mandarin oranges,Mandarin speaker,,,
15 Letters,"8,7",manifest destiny,Maracana stadium,marathon runners,Margaret Calvert,Margaret Drabble,maritime history,marriage breakup,marriage brokers,marriage licence
15 Letters,"8,7",marriage partner,marriage portion,marriage service,Marshall Islands,material witness,medicine cabinet,medicine dropper,medieval history,metallic element
15 Letters,"8,7",Meindert Hobbema,memorial service,Memorial theatre,Meniere's disease,merchant bankers,merchant banking,merciful release,Merrill's Raiders,Michelle Collins
15 Letters,"8,7",Michelle Dockery,midfield diamond,midfield general,Midnight Express,Midsomer Murders,military academy,military attache,military history,military honours
15 Letters,"8,7",military leaders,military officer,military service,military strikes,militate against,Minamata disease,Mistress Quickly,mobility housing,mobility premium
15 Letters,"8,7",mobility scooter,moderate drinker,montagu's harrier,Monterey cypress,Morrison shelter,mortally wounded,mosquito netting,motoring offence,motorway madness
15 Letters,"8,7",motorway traffic,Mountain Ballads,mountain climber,mountain elaenia,mountain gazelle,mountain gorilla,mountain noctule,mountain railway,
15 Letters,"8,7",mountain ringlet,mountain wagtail,muddling through,Mulberry harbour,multiple alleles,multiple factors,multiple fission,multiple orgasms,multiple warhead
15 Letters,"8,7",muscular tension,mushroom compost,Napoleon complex,national anthems,National Gallery,national holiday,National Lottery,national pastime,national service
15 Letters,"8,7",National Society,National Theatre,Naturist beaches,nautical almanac,nebulous concept,negative ioniser,negative numbers,Nicholas Parsons,nicotine patches
15 Letters,"8,7",Nikolaus Pevsner,Nineteen Minutes,nitrogen dioxide,Noether's theorem,Normandy beaches,Northern England,Northern Ireland,,
15 Letters,"8,7",Northern Wagoner,nothing's perfect,nouvelle cuisine,Nuffield College,numbered account,obstacle courses,official inquiry,official secrets,official sponsor
15 Letters,"8,7",official version,offshore account,Olympian heights,oncoming traffic,openside flanker,operatic singing,opposite numbers,ordinary looking,Oriental cuisine
15 Letters,"8,7",oriental emerald,oriental poppies,original gravity,original thinker,original version,orthodox Judaism,outright refusal,outright victory,overflow meeting
15 Letters,"8,7",overland passage,overlook nothing,Oxbridge student,palisade fencing,pandemic disease,parallel circuit,,,
15 Letters,"8,7",parallel economy,parallel imports,Parallel Mothers,parallel parking,parental consent,parental control,particle physics,Pasterze Glacier,pastoral address
15 Letters,"8,7",pastoral epistle,pastoral letters,patently obvious,pathetic fallacy,pavement artists,peaceful protest,pectoral muscles,peculiar looking,pedigree kittens
15 Letters,"8,7",pedigree poodles,pedigree puppies,pedigree rabbits,Pelagian Islands,Penelope Pitstop,Pentland Javelin,peppered maskray,perigord truffle,personal account
15 Letters,"8,7",personal details,personal effects,personal hygiene,personal matters,personal pension,personal pronoun,personal remarks,personal service,personal shopper
15 Letters,"8,7",personal trainer,pharaoh's chicken,pharaoh's serpent,,,,,,
15 Letters,"8,7",pheasant plucker,Philippa Gregory,physical checkup,physical fitness,physical prowess,physical stamina,Pinewood Studios,planning officer,pleasant journey
15 Letters,"8,7",pleasure cruiser,pleasure gardens,pleasure grounds,pleasure seekers,pleasure seeking,pleasure steamer,Plymouth Brother,poisoned chalice,Pontifex Maximus
15 Letters,"8,7",portable toilets,portrait gallery,portrait painter,positive thinker,positive vetting,postcode lottery,Potemkin village,precious moments,pressing matters
15 Letters,"8,7",pressure chamber,pressure cookers,,,,,,,
15 Letters,"8,7",pressure selling,pressure vessels,prestige project,presumed consent,Pribilof Islands,Princess Eugenie,printing machine,priority booking,prostate surgery
15 Letters,"8,7",punitive damages,purchase invoice,purplish jacamar,quantity control,Quatorze Juillet,question begging,question masters,receding jawline,received opinion
15 Letters,"8,7",reckless drivers,reckless driving,recovery vehicle,recorded message,recycled plastic,regional council,regional dialect,regional weather,registry cleaner
15 Letters,"8,7",reigning monarch,reinvent oneself,relative clauses,relative density,relative pronoun,,,,
15 Letters,"8,7",remedial classes,reported missing,reproach oneself,reproach someone,required reading,research station,reserved parking,restrain oneself,Reynaud's disease
15 Letters,"8,7",Robinson college,Rochdale Hornets,rollneck sweater,romantic fiction,Rosamund Pilcher,Salvador Allende,Samantha Cameron,sanction busting,Saorstat Eireann
15 Letters,"8,7",Saratoga Springs,Saturday Kitchen,Saturday morning,savannah sparrow,Scottish Borders,Scottish terrier,scrabble contest,sealyham terrier,seasonal workers
15 Letters,"8,7",security blanket,security cameras,security council,security deposit,security fencing,seedless raisins,semolina pudding,sensible looking,sequence dancers
15 Letters,"8,7",sequence dancing,sergeant drummer,Sergeant Schultz,sexually aroused,sexually excited,Shanghai Express,Shetland Islands,,
15 Letters,"8,7",shipping address,shipping channel,shipping magnate,shoddily dressed,shooting gallery,shopping centres,shopping channel,shopping trolley,shoulder clapper
15 Letters,"8,7",shoulder holster,shoulder surfers,shoulder surfing,shouting matches,Sicilian Defence,Sicilian vespers,sickness absence,sickness benefit,silicone implant
15 Letters,"8,7",skeleton bobsled,skeleton service,slanging matches,sleeping draught,sleeping partner,sleeping pattern,sleeping tablets,snapping turtles,sobering thought
15 Letters,"8,7",software upgrade,Somerset Maugham,southern comfort,Southern England,,,,,
15 Letters,"8,7",Southern Ireland,Southern Uplands,souvenir hunters,spangled cotinga,sparring partner,spawning grounds,speaking trumpet,speaking volumes,specific gravity
15 Letters,"8,7",specific impulse,specimen bottles,speeding offence,speeding tickets,spelling mistake,sporadic gunfire,sporting prowess,springer spaniel,stacking shelves
15 Letters,"8,7",stamping grounds,standard bearers,standard English,standing charges,standing ovation,standing upright,Stansted airport,stapling machine,stemless glasses
15 Letters,"8,7",sterling service,stewards enquiry,sticking plaster,stimulus package,stinging insects,stinging nettles,stinking mayweed,stinking russula,stocking fillers
15 Letters,"8,7",straddle carrier,straight answers,straight flushes,straight shooter,straight talking,straight through,streaked barwing,streaked fantail,streaked gurnard
15 Letters,"8,7",strength sapping,striated bunting,striated swallow,Strictly Private,striking success,striking through,strongly scented,stunning success,Sugarman Treacle
